index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,index,hypothetical,experimental,mostsaved,mostkilled
0,311.0994081,296.3333333,1,253.7528818,340.4166667,2,285.1115963,252.25,3,268.7989608,221.7307692,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,businessman,oldwoman
0,311.0994081,296.3333333,1,253.7528818,308.9285714,2,285.1115963,271.1428571,3,268.7989608,242.0769231,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,maleathlete,dog
0,311.0994081,384.5,1,253.7528818,384.5,2,285.1115963,355.1111111,3,268.7989608,262.4230769,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,120,girl,fatman
0,311.0994081,384.5,1,253.7528818,308.9285714,2,285.1115963,296.3333333,3,268.7989608,221.7307692,4,279.0100569,384.5,5,168.1355617,252.25,6,210.6747505,208.1666667,7,241.9045381,252.25,8,213.0784587,120,girl,oldman
0,311.0994081,384.5,1,253.7528818,266.9444444,2,285.1115963,271.1428571,3,268.7989608,221.7307692,4,279.0100569,296.3333333,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldman
0,311.0994081,296.3333333,1,253.7528818,271.1428571,2,285.1115963,208.1666667,3,268.7989608,242.0769231,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldwoman
0,311.0994081,384.5,1,253.7528818,325.7222222,2,285.1115963,296.3333333,3,268.7989608,262.4230769,4,279.0100569,331.6,5,168.1355617,208.1666667,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,208.1666667,businesswoman,fatman
0,311.0994081,384.5,1,253.7528818,308.9285714,2,285.1115963,278.7,3,268.7989608,242.0769231,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,homeless
0,311.0994081,120,1,253.7528818,318.375,2,285.1115963,384.5,3,268.7989608,282.7692308,4,279.0100569,318.375,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,man,oldman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,340.4166667,3,268.7989608,262.4230769,4,279.0100569,120,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,man,oldwoman
0,311.0994081,296.3333333,1,253.7528818,305.15,2,285.1115963,195.5714286,3,268.7989608,303.1153846,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,businessman,dog
0,311.0994081,296.3333333,1,253.7528818,285.3125,2,285.1115963,384.5,3,268.7989608,282.7692308,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,296.3333333,7,241.9045381,120,8,213.0784587,120,maledoctor,cat
0,311.0994081,296.3333333,1,253.7528818,285.3125,2,285.1115963,278.7,3,268.7989608,221.7307692,4,279.0100569,331.6,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,fatwoman
0,311.0994081,296.3333333,1,253.7528818,296.3333333,2,285.1115963,285.3125,3,268.7989608,323.4615385,4,279.0100569,318.375,5,168.1355617,208.1666667,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,boy,dog
0,311.0994081,384.5,1,253.7528818,340.4166667,2,285.1115963,331.6,3,268.7989608,221.7307692,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldwoman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,271.1428571,3,268.7989608,262.4230769,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maledoctor,cat
0,311.0994081,296.3333333,1,253.7528818,331.6,2,285.1115963,285.3125,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,252.25,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,girl,oldman
0,311.0994081,384.5,1,253.7528818,285.3125,2,285.1115963,233.3571429,3,268.7989608,221.7307692,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maledoctor,homeless
0,311.0994081,296.3333333,1,253.7528818,271.1428571,2,285.1115963,285.3125,3,268.7989608,242.0769231,4,279.0100569,331.6,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,homeless
0,311.0994081,296.3333333,1,253.7528818,351.4375,2,285.1115963,285.3125,3,268.7989608,221.7307692,4,279.0100569,208.1666667,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,252.25,8,213.0784587,120,maleathlete,cat
0,311.0994081,296.3333333,1,253.7528818,340.4166667,2,285.1115963,308.9285714,3,268.7989608,323.4615385,4,279.0100569,172.9,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maleathlete,fatwoman
0,311.0994081,384.5,1,253.7528818,325.7222222,2,285.1115963,358.05,3,268.7989608,242.0769231,4,279.0100569,252.25,5,168.1355617,252.25,6,210.6747505,296.3333333,7,241.9045381,120,8,213.0784587,384.5,maleathlete,criminal
0,311.0994081,120,1,253.7528818,384.5,2,285.1115963,296.3333333,3,268.7989608,303.1153846,4,279.0100569,225.8,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,296.3333333,boy,oldman
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,308.9285714,3,268.7989608,282.7692308,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaledoctor,homeless
0,311.0994081,384.5,1,253.7528818,208.1666667,2,285.1115963,296.3333333,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,girl,cat
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,346.7142857,3,268.7989608,242.0769231,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,femaleathlete,fatman
0,311.0994081,252.25,1,253.7528818,384.5,2,285.1115963,164.0833333,3,268.7989608,262.4230769,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,criminal
0,311.0994081,296.3333333,1,253.7528818,355.1111111,2,285.1115963,172.9,3,268.7989608,323.4615385,4,279.0100569,296.3333333,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,man,oldwoman
0,311.0994081,296.3333333,1,253.7528818,318.375,2,285.1115963,340.4166667,3,268.7989608,262.4230769,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,cat
0,311.0994081,384.5,1,253.7528818,237.5555556,2,285.1115963,384.5,3,268.7989608,262.4230769,4,279.0100569,208.1666667,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,man,oldwoman
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,296.3333333,3,268.7989608,201.3846154,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,208.1666667,maleathlete,oldman
0,311.0994081,208.1666667,1,253.7528818,346.7142857,2,285.1115963,346.7142857,3,268.7989608,221.7307692,4,279.0100569,120,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,maleathlete,oldwoman
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,285.3125,3,268.7989608,262.4230769,4,279.0100569,225.8,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,252.25,8,213.0784587,120,maleathlete,oldwoman
0,311.0994081,384.5,1,253.7528818,285.3125,2,285.1115963,285.3125,3,268.7989608,282.7692308,4,279.0100569,384.5,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldman
0,311.0994081,384.5,1,253.7528818,271.1428571,2,285.1115963,252.25,3,268.7989608,323.4615385,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,businesswoman,fatman
0,311.0994081,384.5,1,253.7528818,285.3125,2,285.1115963,308.9285714,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,208.1666667,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,femaleathlete,dog
0,311.0994081,384.5,1,253.7528818,340.4166667,2,285.1115963,308.9285714,3,268.7989608,262.4230769,4,279.0100569,208.1666667,5,168.1355617,252.25,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,femaleathlete,femaledoctor
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,233.3571429,3,268.7989608,282.7692308,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldwoman
0,311.0994081,296.3333333,1,253.7528818,271.1428571,2,285.1115963,208.1666667,3,268.7989608,282.7692308,4,279.0100569,384.5,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maleathlete,oldman
0,311.0994081,296.3333333,1,253.7528818,285.3125,2,285.1115963,296.3333333,3,268.7989608,262.4230769,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,120,pregnant,cat
0,311.0994081,384.5,1,253.7528818,225.8,2,285.1115963,384.5,3,268.7989608,242.0769231,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,cat
0,311.0994081,296.3333333,1,253.7528818,346.7142857,2,285.1115963,271.1428571,3,268.7989608,242.0769231,4,279.0100569,120,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,businessman,oldwoman
0,311.0994081,208.1666667,1,253.7528818,340.4166667,2,285.1115963,237.5555556,3,268.7989608,303.1153846,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,252.25,oldman,cat
0,311.0994081,296.3333333,1,253.7528818,340.4166667,2,285.1115963,296.3333333,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,woman
0,311.0994081,384.5,1,253.7528818,308.9285714,2,285.1115963,172.9,3,268.7989608,242.0769231,4,279.0100569,331.6,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,oldman
0,311.0994081,208.1666667,1,253.7528818,336.4090909,2,285.1115963,346.7142857,3,268.7989608,364.1538462,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,252.25,femaleathlete,maleathlete
0,311.0994081,208.1666667,1,253.7528818,296.3333333,2,285.1115963,237.5555556,3,268.7989608,242.0769231,4,279.0100569,186.125,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,384.5,homeless,oldwoman
0,311.0994081,252.25,1,253.7528818,318.375,2,285.1115963,219.1875,3,268.7989608,303.1153846,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,252.25,8,213.0784587,252.25,maledoctor,dog
0,311.0994081,296.3333333,1,253.7528818,331.6,2,285.1115963,285.3125,3,268.7989608,262.4230769,4,279.0100569,208.1666667,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maledoctor,woman
0,311.0994081,384.5,1,253.7528818,252.25,2,285.1115963,325.7222222,3,268.7989608,221.7307692,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,dog
0,311.0994081,384.5,1,253.7528818,340.4166667,2,285.1115963,346.7142857,3,268.7989608,221.7307692,4,279.0100569,331.6,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldwoman
0,311.0994081,296.3333333,1,253.7528818,278.7,2,285.1115963,308.9285714,3,268.7989608,221.7307692,4,279.0100569,225.8,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,252.25,man,cat
0,311.0994081,208.1666667,1,253.7528818,384.5,2,285.1115963,355.1111111,3,268.7989608,262.4230769,4,279.0100569,318.375,5,168.1355617,252.25,6,210.6747505,318.375,7,241.9045381,120,8,213.0784587,120,femaleathlete,fatman
0,311.0994081,384.5,1,253.7528818,285.3125,2,285.1115963,296.3333333,3,268.7989608,303.1153846,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,maleathlete,oldwoman
0,311.0994081,252.25,1,253.7528818,296.3333333,2,285.1115963,360.4545455,3,268.7989608,303.1153846,4,279.0100569,252.25,5,168.1355617,208.1666667,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,homeless
0,311.0994081,296.3333333,1,253.7528818,296.3333333,2,285.1115963,325.7222222,3,268.7989608,262.4230769,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,208.1666667,1,253.7528818,331.6,2,285.1115963,331.6,3,268.7989608,282.7692308,4,279.0100569,318.375,5,168.1355617,208.1666667,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,296.3333333,1,253.7528818,384.5,2,285.1115963,252.25,3,268.7989608,303.1153846,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,dog
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,318.375,3,268.7989608,262.4230769,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,girl,fatman
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,296.3333333,3,268.7989608,242.0769231,4,279.0100569,278.7,5,168.1355617,208.1666667,6,210.6747505,120,7,241.9045381,120,8,213.0784587,384.5,boy,oldman
0,311.0994081,384.5,1,253.7528818,208.1666667,2,285.1115963,208.1666667,3,268.7989608,282.7692308,4,279.0100569,331.6,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,252.25,8,213.0784587,252.25,girl,dog
0,311.0994081,296.3333333,1,253.7528818,358.05,2,285.1115963,384.5,3,268.7989608,303.1153846,4,279.0100569,331.6,5,168.1355617,208.1666667,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,120,femaleathlete,fatwoman
0,311.0994081,384.5,1,253.7528818,362.4583333,2,285.1115963,285.3125,3,268.7989608,282.7692308,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,252.25,woman,oldwoman
0,311.0994081,208.1666667,1,253.7528818,296.3333333,2,285.1115963,296.3333333,3,268.7989608,242.0769231,4,279.0100569,278.7,5,168.1355617,252.25,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,252.25,maleathlete,oldwoman
0,311.0994081,384.5,1,253.7528818,252.25,2,285.1115963,225.8,3,268.7989608,221.7307692,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,maleathlete,cat
0,311.0994081,208.1666667,1,253.7528818,340.4166667,2,285.1115963,252.25,3,268.7989608,242.0769231,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,172.9,7,241.9045381,120,8,213.0784587,120,woman,dog
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,285.3125,3,268.7989608,242.0769231,4,279.0100569,278.7,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,252.25,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,208.1666667,1,253.7528818,252.25,2,285.1115963,331.6,3,268.7989608,303.1153846,4,279.0100569,208.1666667,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,maleathlete,oldman
0,311.0994081,296.3333333,1,253.7528818,296.3333333,2,285.1115963,308.9285714,3,268.7989608,221.7307692,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,woman,oldwoman
0,311.0994081,384.5,1,253.7528818,266.9444444,2,285.1115963,336.4090909,3,268.7989608,221.7307692,4,279.0100569,186.125,5,168.1355617,252.25,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,252.25,girl,woman
0,311.0994081,296.3333333,1,253.7528818,331.6,2,285.1115963,296.3333333,3,268.7989608,262.4230769,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,businessman,fatwoman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,340.4166667,3,268.7989608,303.1153846,4,279.0100569,252.25,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,homeless
0,311.0994081,384.5,1,253.7528818,351.4375,2,285.1115963,278.7,3,268.7989608,282.7692308,4,279.0100569,318.375,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,cat,fatman
0,311.0994081,296.3333333,1,253.7528818,346.7142857,2,285.1115963,252.25,3,268.7989608,262.4230769,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,maleathlete,criminal
0,311.0994081,296.3333333,1,253.7528818,346.7142857,2,285.1115963,252.25,3,268.7989608,221.7307692,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldwoman
0,311.0994081,384.5,1,253.7528818,318.375,2,285.1115963,271.1428571,3,268.7989608,221.7307692,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,cat
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,252.25,3,268.7989608,201.3846154,4,279.0100569,318.375,5,168.1355617,208.1666667,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,384.5,1,253.7528818,266.9444444,2,285.1115963,308.9285714,3,268.7989608,282.7692308,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,girl,fatwoman
0,311.0994081,252.25,1,253.7528818,346.7142857,2,285.1115963,233.3571429,3,268.7989608,242.0769231,4,279.0100569,172.9,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,girl,oldwoman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,285.3125,3,268.7989608,221.7307692,4,279.0100569,186.125,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,boy,oldwoman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,252.25,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,girl,fatwoman
0,311.0994081,296.3333333,1,253.7528818,252.25,2,285.1115963,208.1666667,3,268.7989608,282.7692308,4,279.0100569,186.125,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maledoctor,oldwoman
0,311.0994081,208.1666667,1,253.7528818,278.7,2,285.1115963,384.5,3,268.7989608,242.0769231,4,279.0100569,278.7,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,208.1666667,8,213.0784587,384.5,homeless,oldman
0,311.0994081,296.3333333,1,253.7528818,325.7222222,2,285.1115963,285.3125,3,268.7989608,303.1153846,4,279.0100569,278.7,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maleathlete,homeless
0,311.0994081,384.5,1,253.7528818,266.9444444,2,285.1115963,318.375,3,268.7989608,282.7692308,4,279.0100569,296.3333333,5,168.1355617,252.25,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,252.25,man,fatman
0,311.0994081,208.1666667,1,253.7528818,296.3333333,2,285.1115963,266.9444444,3,268.7989608,323.4615385,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,186.125,7,241.9045381,252.25,8,213.0784587,120,boy,cat
0,311.0994081,384.5,1,253.7528818,237.5555556,2,285.1115963,172.9,3,268.7989608,282.7692308,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,woman,dog
0,311.0994081,384.5,1,253.7528818,358.05,2,285.1115963,208.1666667,3,268.7989608,323.4615385,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,businesswoman,cat
0,311.0994081,296.3333333,1,253.7528818,296.3333333,2,285.1115963,296.3333333,3,268.7989608,221.7307692,4,279.0100569,278.7,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,boy,cat
0,311.0994081,296.3333333,1,253.7528818,318.375,2,285.1115963,208.1666667,3,268.7989608,262.4230769,4,279.0100569,318.375,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,businesswoman,oldman
0,311.0994081,296.3333333,1,253.7528818,351.4375,2,285.1115963,325.7222222,3,268.7989608,303.1153846,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,296.3333333,7,241.9045381,120,8,213.0784587,120,businesswoman,criminal
0,311.0994081,384.5,1,253.7528818,252.25,2,285.1115963,285.3125,3,268.7989608,242.0769231,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,252.25,7,241.9045381,252.25,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,296.3333333,1,253.7528818,318.375,2,285.1115963,278.7,3,268.7989608,303.1153846,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maleathlete,oldwoman
0,311.0994081,296.3333333,1,253.7528818,278.7,2,285.1115963,266.9444444,3,268.7989608,323.4615385,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,384.5,7,241.9045381,120,8,213.0784587,120,maledoctor,criminal
0,311.0994081,384.5,1,253.7528818,252.25,2,285.1115963,278.7,3,268.7989608,201.3846154,4,279.0100569,331.6,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,woman,dog
0,311.0994081,384.5,1,253.7528818,308.9285714,2,285.1115963,271.1428571,3,268.7989608,303.1153846,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,oldman
0,311.0994081,208.1666667,1,253.7528818,278.7,2,285.1115963,233.3571429,3,268.7989608,303.1153846,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,dog
0,311.0994081,384.5,1,253.7528818,318.375,2,285.1115963,278.7,3,268.7989608,242.0769231,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,252.25,femaleathlete,dog
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,278.7,3,268.7989608,303.1153846,4,279.0100569,225.8,5,168.1355617,252.25,6,210.6747505,252.25,7,241.9045381,120,8,213.0784587,384.5,man,fatman
0,311.0994081,384.5,1,253.7528818,346.7142857,2,285.1115963,278.7,3,268.7989608,242.0769231,4,279.0100569,296.3333333,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,cat
0,311.0994081,252.25,1,253.7528818,219.1875,2,285.1115963,252.25,3,268.7989608,282.7692308,4,279.0100569,278.7,5,168.1355617,208.1666667,6,210.6747505,120,7,241.9045381,252.25,8,213.0784587,120,maleathlete,cat
0,311.0994081,384.5,1,253.7528818,252.25,2,285.1115963,252.25,3,268.7989608,262.4230769,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,fatman
0,311.0994081,296.3333333,1,253.7528818,346.7142857,2,285.1115963,340.4166667,3,268.7989608,242.0769231,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,252.25,man,cat
0,311.0994081,384.5,1,253.7528818,233.3571429,2,285.1115963,318.375,3,268.7989608,262.4230769,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,femaleathlete,dog
0,311.0994081,296.3333333,1,253.7528818,271.1428571,2,285.1115963,208.1666667,3,268.7989608,262.4230769,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,maleathlete,oldwoman
0,311.0994081,252.25,1,253.7528818,308.9285714,2,285.1115963,308.9285714,3,268.7989608,262.4230769,4,279.0100569,208.1666667,5,168.1355617,208.1666667,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,boy,cat
0,311.0994081,384.5,1,253.7528818,355.1111111,2,285.1115963,208.1666667,3,268.7989608,282.7692308,4,279.0100569,252.25,5,168.1355617,120,6,210.6747505,120,7,241.9045381,252.25,8,213.0784587,120,boy,oldman
0,311.0994081,384.5,1,253.7528818,271.1428571,2,285.1115963,346.7142857,3,268.7989608,242.0769231,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaledoctor,criminal
0,311.0994081,384.5,1,253.7528818,296.3333333,2,285.1115963,384.5,3,268.7989608,262.4230769,4,279.0100569,278.7,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,208.1666667,pregnant,oldman
0,311.0994081,384.5,1,253.7528818,278.7,2,285.1115963,308.9285714,3,268.7989608,262.4230769,4,279.0100569,208.1666667,5,168.1355617,208.1666667,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,femaleathlete,fatwoman
0,311.0994081,296.3333333,1,253.7528818,285.3125,2,285.1115963,271.1428571,3,268.7989608,242.0769231,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,120,femaleathlete,oldman
0,311.0994081,384.5,1,253.7528818,278.7,2,285.1115963,219.1875,3,268.7989608,303.1153846,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,girl,oldman
0,311.0994081,296.3333333,1,253.7528818,278.7,2,285.1115963,271.1428571,3,268.7989608,262.4230769,4,279.0100569,225.8,5,168.1355617,252.25,6,210.6747505,208.1666667,7,241.9045381,120,8,213.0784587,384.5,femaleathlete,oldman
0,311.0994081,296.3333333,1,253.7528818,266.9444444,2,285.1115963,266.9444444,3,268.7989608,323.4615385,4,279.0100569,318.375,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,femaleathlete,dog
0,311.0994081,384.5,1,253.7528818,331.6,2,285.1115963,271.1428571,3,268.7989608,282.7692308,4,279.0100569,384.5,5,168.1355617,120,6,210.6747505,120,7,241.9045381,120,8,213.0784587,208.1666667,femaleathlete,man
0,311.0994081,384.5,1,253.7528818,308.9285714,2,285.1115963,271.1428571,3,268.7989608,242.0769231,4,279.0100569,208.1666667,5,168.1355617,252.25,6,210.6747505,186.125,7,241.9045381,120,8,213.0784587,120,femaleathlete,woman
0,311.0994081,384.5,1,253.7528818,340.4166667,2,285.1115963,237.5555556,3,268.7989608,221.7307692,4,279.0100569,120,5,168.1355617,252.25,6,210.6747505,120,7,241.9045381,120,8,213.0784587,120,maleathlete,oldwoman
